percentage_ait_devices_backscatter value_human_life risk_vpi passenger_enplanements passenger_exposure_per_screening risk_nvpi fatalities_mile risk_cancer_per_micro_sv ait_scanner_cost percentage_passengers_driving percentage_ait_screening flight_distance ait_success_rate expected_vpi_fatalities net_cost_ait number_passengers_driving increase_ait_fatalities expected_ait_vpi_fatalities cost_new_driving_fatalities cost_vpi_fatalities expected_cancer_fatalities number_new_driving_fatalities expected_nvpi_fatalities cost_nvpi_fatalities
0.677017158531 6900000 2.47838731133e-08 617160661.741 0.583263282351 4.33507998739e-07 1.13580500372e-08 0.0 112876.525532 0.0476462948782 0.364569365813 500 0.630750809565 15.2956315311 2280249564.92 29405418.8765 330.470951438 11.7783640049 2304518710.85 105539857.565 0.0 333.988218964 267.544083372 1846054175.27
0.50080671363 6900000 2.24640169036e-08 621250161.265 0.296014662883 9.60286839547e-07 1.19411003079e-08 0.0 197944.936592 0.0363383764973 0.235491547755 500 0.686061883459 13.955774124 1844496089.45 22575222.2591 267.318273833 11.701054488 1860053654.94 96294841.4556 0.0 269.572993469 596.578353929 4116390642.11
0.6211141467 6900000 2.69245073892e-08 618313190.785 0.714432457042 4.32034748309e-07 1.29831617856e-08 0.0 119860.860613 0.0252684457662 0.27328777129 500 0.582116222306 16.6477780741 1381366754.0 15623813.3279 200.19808029 13.9993622201 1399640823.39 114869668.711 0.0 202.846496144 267.132783757 1843216207.92
0.530276694705 6900000 1.91888281506e-08 613032827.88 0.57345009263 4.99788862151e-07 1.08226983297e-08 0.0 189127.524922 0.024498808423 0.362500177729 500 0.602562017211 11.7633815849 1103807020.0 15018573.8072 159.972031884 9.19391981043 1121536306.24 81167332.9358 0.0 162.541493658 306.386979507 2114070158.6
0.37078647941 6900000 2.31704587377e-08 634787288.741 0.241144294999 9.97504446862e-07 1.08519052205e-08 0.0 136159.827125 0.0324946894181 0.253515380511 500 0.709588289997 14.708312681 1526270958.67 20627215.7942 221.198689663 12.0624115834 1544527676.25 101487357.499 0.0 223.844590761 633.203143331 4369101688.98
0.493044271836 6900000 2.45019648994e-08 624034446.759 0.600992367414 3.61555918414e-07 1.03629127588e-08 0.0 98394.7016616 0.0444921799134 0.231230065824 500 0.528771868389 15.2900701105 1972387010.72 27764652.8774 285.853189959 13.4205845226 1985286461.27 105501483.762 0.0 287.722675547 225.62334752 1556801097.89
0.510862211166 6900000 2.39701756153e-08 612471530.416 0.70882243168 6.3937418501e-07 1.26258811048e-08 0.0 158228.583081 0.0302355617689 0.241022644657 500 0.775970984862 14.6810501434 1594352864.62 18518420.7896 231.065632554 11.9353035597 1613298516.05 101299245.989 0.0 233.811379138 391.598485602 2702029550.65
0.61665774642 6900000 2.3091663271e-08 619632920.36 0.254912041648 5.55290021873e-07 1.2332508218e-08 0.0 116487.84378 0.0330146317142 0.301477580565 500 0.684357683773 14.3083547486 1720400864.13 20456952.6637 249.333458569 11.3562764773 1740770204.2 98727647.7653 0.0 252.28553684 344.0759779 2374124247.51
0.546472071529 6900000 2.44355125395e-08 615032101.196 0.615071736015 9.66966378845e-07 1.12562690606e-08 0.0 71786.5599364 0.0363330125552 0.30513691254 500 0.784307676648 15.028624621 1710755441.8 22345969.0546 247.935571275 11.4319557977 1735572456.68 103697509.885 0.0 251.532240098 594.715363767 4103536009.99
0.450498173229 6900000 2.25950020795e-08 625045211.496 0.451835338022 4.22522135306e-07 1.05312540351e-08 0.0 178187.657343 0.0221726186298 0.36808991491 500 0.669098711741 14.1228978535 983064904.802 13858889.1009 142.473174609 10.6445906968 1007065224.19 97447995.1891 0.0 145.951481766 264.095437424 1822258518.23
0.640790097408 6900000 1.850669772e-08 627305332.799 0.559889839492 3.56567552771e-07 1.3438014867e-08 0.0 78254.3976568 0.0167304430613 0.366062462172 500 0.564543394598 11.6093501723 956575230.35 10495096.1524 138.634091355 9.21018340066 973129481.076 80104516.1889 0.0 141.033258127 223.676727356 1543369418.76
0.489703918715 6900000 2.59571253341e-08 614188193.724 0.391124630075 4.93678777543e-07 1.13780701289e-08 0.0 95830.9033146 0.00596509106963 0.343501623741 500 0.772407438709 15.9425599232 258444838.023 3663688.50946 37.4557736265 11.7126287586 287631363.059 110003663.47 0.0 41.6857047911 303.211676659 2092160568.95
0.737864278551 6900000 2.04489579689e-08 622957642.862 0.3075780706 3.72070481629e-07 1.10426684011e-08 0.0 112725.768456 0.0148636166203 0.179056250166 500 0.708524915772 12.7388346553 694363564.326 9259403.57419 100.632400627 11.1227120201 705514810.508 87897959.1216 0.0 102.248523262 231.784150214 1599310636.48
0.33828450474 6900000 1.85994098588e-08 624593064.316 0.597619249812 6.67015667104e-07 1.27439923557e-08 0.0 108354.975318 0.0244786408704 0.337896552699 500 0.618351885962 11.6170623982 1327684577.1 15289189.3115 192.418054652 9.18980533906 1344432650.81 80157730.5476 0.0 194.845311711 416.613359463 2874632180.29
0.569393003853 6900000 2.570085564e-08 621278197.586 0.579874350142 2.07492714886e-07 1.14179490958e-08 0.0 173728.236746 0.0276928023432 0.197430375188 500 0.78271603483 15.9673812684 1338445400.25 17204934.3259 193.977594239 13.4999111769 1355470943.88 110174930.752 0.0 196.44506433 128.910699917 889483829.427
0.738463240892 6900000 1.96338993282e-08 607352220.233 0.543976636414 2.86510890487e-07 1.06312292886e-08 0.0 96915.2031557 0.0227062600364 0.279706188248 500 0.752258001005 11.9246923488 994310545.157 13790697.4463 144.102977559 9.41560330695 1011623259.55 82280377.2067 0.0 146.612066601 174.013025458 1200689875.66
0.457425273094 6900000 2.48309861733e-08 628604875.489 0.350715833353 4.21665999679e-07 1.1277978494e-08 0.0 93497.2008323 0.0485779903251 0.279839448735 500 0.573283816453 15.6088789717 2359001922.97 30536361.5598 341.884336662 13.1047866774 2376280159.8 107701264.905 0.0 344.388428956 265.061303226 1828922992.26
0.512085247609 6900000 2.47514394215e-08 642632044.852 0.363493188949 4.87156596372e-07 9.62729060145e-09 0.0 115810.135152 0.0281876489237 0.335605598786 500 0.766637615496 15.9060681285 1175063523.49 18114286.4674 170.299061376 11.8136296442 1203301349.03 109751870.087 0.0 174.39149986 313.06243969 2160130833.86
0.742934559476 6900000 1.92454468537e-08 621442888.099 0.769802901197 8.64615555218e-07 9.75621888434e-09 0.0 137880.934973 0.0457953282221 0.215342217012 500 0.516071645886 11.9599460755 1906641579.13 28459181.0318 276.32486654 10.6308132004 1915812595.96 82523627.9209 0.0 277.653999415 537.30918773 3707433395.34
0.688407920222 6900000 1.73540363208e-08 622502511.731 0.761622719557 5.85971674827e-07 1.15605731973e-08 0.0 99430.1021547 0.0305127349298 0.357631777931 500 0.713321808295 10.8029311984 1496117110.71 18994254.1336 216.828566769 8.04703272787 1515132810.16 74540225.269 0.0 219.58446524 364.768839383 2516904991.74
0.377416626625 6900000 2.00315488676e-08 630799338.605 0.644421422335 7.69765967576e-07 1.18739922429e-08 0.0 115664.213999 0.0398514240851 0.221154484712 500 0.601582851939 12.6358877769 2047991039.05 25138251.9553 296.810295514 10.9547745736 2059590720.15 87187625.6606 0.0 298.491408717 485.567863228 3350418256.27
0.661935375904 6900000 2.21668038559e-08 636310239.215 0.557248673801 2.21945412734e-07 1.21346692404e-08 0.0 105659.650878 0.0466600610622 0.204175295811 500 0.560573082607 14.1049642642 2474804204.21 29690274.6163 358.667275972 12.4905781114 2485943468.66 97324253.423 0.0 360.281662125 141.226138669 974460356.816
0.590301507887 6900000 1.76786704739e-08 620071077.216 0.260537082919 1.03559576417e-07 1.2249177153e-08 0.0 71605.2023245 0.0050648687444 0.336868669349 500 0.616348222165 10.9620322445 249734974.623 3140578.6183 36.193474583 8.68600296901 265439576.624 75638022.487 0.0 38.4695038585 64.2142981049 443078656.924
0.629722026528 6900000 2.46339186587e-08 611704846.399 0.702085737932 8.76230731164e-07 9.99108755184e-09 0.0 101840.576034 0.00839903829778 0.324085171795 500 0.78476264913 15.0686874293 327743901.817 5137732.43184 47.4991162054 11.2362690903 354187588.356 103973943.262 0.0 51.3315345444 535.994584817 3698362635.24
0.398000295565 6900000 1.60591436958e-08 623571074.877 0.792034542649 1.89488131798e-07 1.15519026172e-08 0.0 164439.638809 0.0457367521931 0.370165032475 500 0.768760451403 10.014017496 2253622304.54 28520115.7264 326.611928194 7.16434618727 2273285036.57 69096720.7224 0.0 329.461599503 118.159318022 815299294.352
0.704862206071 6900000 2.18918962588e-08 626498000.408 0.392543688205 3.66551540113e-07 1.09692003826e-08 0.0 175364.887667 0.0243499671401 0.369249638379 500 0.605820329261 13.7152292313 1133458351.12 15255205.7233 164.26932625 10.6471470246 1154628118.35 94635081.696 0.0 167.337408457 229.643806927 1584542267.8
0.30105111669 6900000 2.1265933155e-08 647814198.442 0.60192590481 9.59872147933e-07 1.2447601323e-08 0.0 135641.592835 0.0413457650903 0.374149532446 500 0.733617228558 13.7763734409 2274376834.77 26784373.6709 329.619831126 9.99499942473 2300468315.48 95056976.7422 0.0 333.401205142 621.81880612 4290549762.23
0.747902105325 6900000 1.99586334015e-08 617256237.964 0.340232295513 8.58860250272e-07 1.1992256086e-08 0.0 149154.27965 0.0133177434824 0.316938094381 500 0.744489307401 12.3195909683 660157295.364 8220460.24012 95.6749703426 9.41269696656 680214863.976 85005177.6813 0.0 98.5818643443 530.13684702 3657944244.44
0.356765291032 6900000 2.35790712085e-08 613169784.005 0.527731512272 8.5665058087e-07 9.93135538254e-09 0.0 153538.649417 0.0426891705536 0.32259381581 500 0.723735532681 14.457974 1770434653.75 26175709.4877 256.584732428 11.0824331164 1793725885.85 99760020.6 0.0 259.960273312 525.27225164 3624378536.32
0.448086403881 6900000 2.1456365275e-08 617589913.719 0.748841880861 8.96422667584e-07 9.79871623179e-09 0.0 104375.908704 0.0116994247645 0.216252327433 500 0.571681738295 13.2512347789 477217006.848 7225446.73087 69.1618850505 11.6130176657 488520704.93 91433519.9744 0.0 70.8001021637 553.621597929 3819989025.71
0.592764724261 6900000 2.35322342891e-08 622859695.007 0.523141401969 6.24097533049e-07 1.21398364373e-08 0.0 149903.893199 0.00879598623112 0.347381096624 500 0.513595652378 14.6572802721 440875811.44 5478665.3012 63.8950451362 12.042224757 458919694.494 101135233.877 0.0 66.5101006513 388.72519909 2682203873.72
0.401426751996 6900000 2.46692547929e-08 615125935.341 0.389010881449 9.54179995407e-07 1.10229221988e-08 0.0 163028.07437 0.00817415800033 0.251663422469 500 0.570749808383 15.1746984286 367391276.275 5028136.58558 53.2451125036 12.9950525444 382430832.876 104705419.157 0.0 55.4247583878 586.940862158 4049891948.89
0.621206881898 6900000 1.83555848014e-08 609555926.283 0.51683965968 7.99374279788e-07 1.22237756843e-08 0.0 173879.049126 0.0302120812813 0.389279089627 500 0.56359904379 11.1887554961 1536338114.9 18415953.1904 222.657697812 8.73397249611 1553276117.6 77202412.9231 0.0 225.112480812 487.263329563 3362116973.98
0.438284339635 6900000 2.25846564042e-08 644283399.462 0.714671281081 5.18224112324e-07 1.01285938069e-08 0.0 168483.644312 0.0160328144258 0.362095459796 500 0.67428413713 14.5509192038 697399637.618 10329676.1812 101.072411249 10.9982362565 721913149.952 100401342.506 0.0 104.625094196 333.883192771 2303794030.12
0.317475547533 6900000 2.07145637272e-08 619351469.005 0.684927464433 8.55945314055e-07 1.27857115623e-08 0.0 182930.471295 0.0180473084154 0.349547118489 500 0.534032503519 12.8295954742 969581238.248 11177626.9787 140.519020036 10.4347010095 986106010.057 88524208.772 0.0 142.913914501 530.130987648 3657903814.77
0.470328086202 6900000 2.25355846577e-08 606108580.033 0.541653842843 4.73371599222e-07 9.82393252315e-09 0.0 129263.861391 0.0347904587918 0.293524019695 500 0.689102364856 13.6590112171 1410308075.32 21086795.577 204.392474684 10.8962290234 1429371272.46 94247177.398 0.0 207.155256878 286.914587832 1979710656.04
0.481029900652 6900000 2.1395363616e-08 630811953.943 0.288960794514 4.02391894638e-07 1.17280915575e-08 0.0 137321.79803 0.0270660846195 0.184603097188 500 0.595207927278 13.4964511279 1371429547.56 17073609.7244 198.757905443 12.0134985057 1381661920.65 93125512.7825 0.0 200.240858065 253.833617307 1751451959.42
0.482857472025 6900000 2.44459435893e-08 621782583.856 0.64668551951 4.15724847273e-07 1.27231192032e-08 0.0 177351.968516 0.0156082255017 0.223347742953 500 0.562707149634 15.2000619698 838809230.68 9704922.78185 121.566555171 13.2897277299 851990536.936 104880427.592 0.0 123.476889411 258.490469711 1783584241.01
0.497057430236 6900000 1.99399723337e-08 619319362.106 0.551007699217 8.44080293154e-07 1.08518733232e-08 0.0 112687.126056 0.0283073657779 0.391125222522 500 0.592405229723 12.3492109461 1292963913.33 17531299.7165 187.386074395 9.48784162642 1312707361.63 85209555.5281 0.0 190.247443715 522.755268722 3607011354.18
0.390520051991 6900000 2.40097711386e-08 621633122.044 0.454642892479 1.69238099234e-07 9.17846470442e-09 0.0 158515.556809 0.0315064056836 0.211681551781 500 0.506908111542 14.9252689924 1229321992.04 19585425.3295 178.162607542 13.323741426 1240372532.25 102984356.048 0.0 179.764135108 105.204007996 725907655.172
0.367729537584 6900000 1.97169747115e-08 623964575.532 0.738950389029 5.54734538865e-07 1.03224261524e-08 0.0 196779.84064 0.049922793564 0.266675356948 500 0.731973923835 12.3026937566 2202084358.88 31150054.6955 319.142660707 9.90121522573 2218654560.74 84888586.9205 0.0 321.544139238 346.134701076 2388329437.42
0.495416522671 6900000 1.9486474018e-08 617093196.664 0.276316834409 9.57243828025e-07 1.20734792618e-08 0.0 76529.7657749 0.0347617908974 0.361371007332 500 0.694423647519 12.0249705435 1766219206.15 21451264.6666 255.973797993 9.00736944488 1787040653.73 82972296.7501 0.0 258.991399092 590.708653823 4075889711.38
0.376788693939 6900000 2.52426022797e-08 625519277.838 0.363792894208 8.75617184468e-07 1.15362798825e-08 0.0 175018.958479 0.044467018424 0.187409897901 500 0.517971765915 15.7897343487 2203505374.91 27814977.2522 319.34860506 14.2569769016 2214081401.3 108949167.006 0.0 320.881362507 547.715428891 3779236459.35
0.418622191682 6900000 2.55714381565e-08 599140705.0 0.668989859109 3.61168666333e-07 1.13827622419e-08 0.0 110792.122778 0.0110299248992 0.25028817149 500 0.599011349648 15.3208894849 503187543.303 6608476.9802 72.9257309135 13.0238981517 519036783.502 105714137.446 0.0 75.2227222467 216.390849371 1493096860.66
0.390030702372 6900000 2.43174039801e-08 610391515.062 0.44352902484 8.58473254541e-07 1.0631934665e-08 0.0 154020.25192 0.0454397252642 0.273016885202 500 0.652541034644 14.8431370578 2016478126.82 27736022.748 292.243206786 12.1987621203 2034724313.9 102417645.699 0.0 294.887581724 524.004790479 3615633054.31
0.621178350378 6900000 2.18732329664e-08 599560946.084 0.562580182272 5.28938441726e-07 1.09747301646e-08 0.0 196662.845744 0.0109345387698 0.278702310948 500 0.762191773348 13.1143362513 477229334.607 6555922.40981 69.1636716822 10.3285285058 496451408.051 90488920.134 0.0 71.9494794277 317.130832541 2188202744.53
0.457822398246 6900000 2.64271951267e-08 634739420.493 0.447715685638 7.14210892783e-07 1.11709965455e-08 0.0 185711.021774 0.0169604754725 0.175793446338 500 0.675987462713 16.77438252 816047796.837 10765482.3727 118.267796643 14.7810127672 829802048.132 115743239.388 0.0 120.261166396 453.337808195 3128030876.55
0.313979638197 6900000 2.36948590625e-08 611201927.712 0.377515164534 3.66371659847e-07 1.06053532989e-08 0.0 167170.452194 0.0478164669609 0.203058744625 500 0.63515656781 14.4823435359 2125745677.33 29225516.7829 308.079083671 12.6144963805 2138633822.7 99928170.3977 0.0 309.946930826 223.927064758 1545096746.83
0.747987790702 6900000 2.44077348689e-08 622384286.901 0.389294944624 7.52502977037e-07 1.38829467567e-08 0.0 81960.1929805 0.0415554374456 0.238827700469 500 0.511504843162 15.1909906612 2464715623.11 25863451.3014 357.20516277 13.3352360687 2477520329.8 104817835.562 0.0 359.060917362 468.346028754 3231587598.4
0.426145634139 6900000 1.5719973386e-08 610790046.331 0.231304543313 9.57725011637e-07 1.16370320201e-08 0.0 77676.8791085 0.0458530090632 0.315041900631 500 0.762149078689 9.60160327276 2232893978.38 28006561.5301 323.607822954 7.29617292729 2248801447.76 66251062.582 0.0 325.913253299 584.96890423 4036285439.19
0.697839119861 6900000 2.0647047889e-08 625088762.142 0.321014346885 1.88219411818e-07 1.05891249439e-08 0.0 139767.084714 0.0495731147459 0.199388191139 500 0.640860022183 12.9062376068 2252728405.49 30987596.932 326.482377607 11.2570795902 2264107595.81 89053039.4869 0.0 328.131535624 117.653839144 811811490.094
0.335048194121 6900000 2.19708851737e-08 604156771.024 0.649661843289 6.16626069088e-07 1.15313205137e-08 0.0 184323.960834 0.0189375854734 0.304622812325 500 0.651034684345 13.2738590431 892173347.652 11441270.4906 129.300485167 10.6413870991 910337404.066 91589627.3974 0.0 131.932957111 372.538814829 2570517822.32
0.674707119227 6900000 2.60630622733e-08 623162340.686 0.713887070995 7.03335906253e-07 1.10304769677e-08 0.0 169336.739174 0.027370442236 0.220822638909 500 0.747454619336 16.2415188917 1279657420.53 17056228.8494 185.457597178 13.5607765907 1298154542.41 112066480.353 0.0 188.138339479 438.292449629 3024217902.44
0.594008682545 6900000 1.78978405101e-08 608020125.273 0.211686952234 2.20897905582e-07 1.14221163442e-08 0.0 83035.0677799 0.0308465573391 0.226396118896 500 0.673040186656 10.8822472291 1466714828.54 18755327.6576 212.567366455 9.22407910551 1478156188.6 75087505.8808 0.0 214.225534579 134.310372225 926741568.353
0.552462541741 6900000 1.76079060741e-08 639982594.194 0.499331852107 3.03893130025e-07 1.01747645391e-08 0.0 135253.437038 0.0185367092628 0.193265283928 500 0.734807041657 11.2687534076 821822212.491 11863171.2818 119.104668477 9.66844740593 832864323.905 77754398.5124 0.0 120.704974479 194.486313711 1341955564.61
0.668525118405 6900000 2.14547283665e-08 625504264.825 0.639880714937 2.00781342369e-07 1.03515492077e-08 0.0 159655.99252 0.0458147424254 0.242173780197 500 0.600845151349 13.4200240939 2033394749.94 28657316.7789 294.694891295 11.4672905916 2046868611.1 92598166.2479 0.0 296.647624797 125.589585949 866568143.048
0.557168680768 6900000 2.51775505084e-08 616626498.187 0.778360784289 7.67068710693e-07 1.13060640052e-08 0.0 165971.92398 0.0280202148644 0.223424385133 500 0.723316571716 15.5251448029 1330577283.33 17278006.9703 192.837287439 13.0161795533 1347889143.55 107123499.14 0.0 195.346252689 472.994892943 3263664761.31
0.53052862323 6900000 2.15879834143e-08 639866932.523 0.726694891179 7.91619818702e-07 1.03550696677e-08 0.0 146013.580357 0.0321099277795 0.273951319867 500 0.683204440107 13.8134367267 1450177909.52 20546080.9918 210.170711524 11.2280481831 1468017090.47 95312713.4142 0.0 212.756100068 506.531345117 3495066281.31
0.678979293043 6900000 2.40285690045e-08 608001733.757 0.505734910883 5.57510303692e-07 1.24521983724e-08 0.0 105922.387882 0.0492458940966 0.334611240286 500 0.721853891509 14.6094116144 2548237911.17 29941588.9911 369.309842198 11.0806481103 2572586379.34 100804940.139 0.0 372.838605702 338.967231232 2338873895.5
0.301025676408 6900000 2.21163317761e-08 625709774.16 0.65545202619 9.37546246925e-07 1.06371181553e-08 0.0 148091.981801 0.00582663335604 0.197150839515 500 0.724741019312 13.8384049609 253942983.809 3645781.44132 36.8033309868 11.861127988 267586194.922 95484994.2302 0.0 38.7806079597 586.631850428 4047759767.95
0.639795552138 6900000 2.04580068899e-08 624750656.832 0.316337380567 5.03054133267e-07 1.21387158875e-08 0.0 120492.515015 0.035765420659 0.276334815559 500 0.604087335193 12.7811532419 1856787316.14 22344470.0486 269.099611035 10.6475907 1871508897.68 88189957.3691 0.0 271.233173577 314.283400181 2168555461.25
0.639566313575 6900000 2.57094365893e-08 620758467.613 0.354586269268 4.0118456785e-07 1.11253714357e-08 0.0 176536.584374 0.0387134523203 0.261977965568 500 0.574310314606 15.9593504604 1828227004.95 24031703.3384 264.9604355 13.5581600886 1844795218.52 110119518.177 0.0 267.361625872 249.038717569 1718367151.23
0.431615197587 6900000 2.15075697137e-08 624418817.263 0.297865743411 7.6191883893e-07 9.65569232293e-09 0.0 133546.896727 0.0173971935939 0.19162095664 500 0.673860848482 13.4297312428 711783052.152 10863135.0476 103.15696408 11.6956056408 723748518.806 92665145.5753 0.0 104.891089682 475.756460255 3282719575.76
0.343006084598 6900000 2.26907861779e-08 604123394.949 0.584839497745 2.22687471637e-07 1.10119475482e-08 0.0 176519.415618 0.0349173004038 0.349532719877 500 0.698328680702 13.7080347799 1579713516.1 21094358.0624 228.94398784 10.3620580738 1602800755.37 94585439.9813 0.0 232.289964546 134.530711378 928261908.508
0.527877688774 6900000 2.32125682593e-08 628291023.639 0.426860267273 8.01213776196e-07 1.1387731897e-08 0.0 184577.478187 0.0344027540204 0.240662227835 500 0.610614380557 14.5842482729 1683613644.3 21614941.5395 244.001977435 12.4410664871 1698401598.62 100631313.083 0.0 246.145159221 503.3954236 3473428422.84
0.530403904703 6900000 1.90058645957e-08 621853484.565 0.333769603614 8.4101537086e-07 1.15406333911e-08 0.0 122829.1867 0.0241537676808 0.369967676725 500 0.620590466693 11.818863126 1177332706.23 15020104.5977 170.627928439 9.10527090692 1196056492.54 81550155.5694 0.0 173.341520658 522.988338942 3608619538.7
0.564929818691 6900000 1.98914416871e-08 608282524.432 0.489291197032 3.3796625232e-07 1.18572721134e-08 0.0 135570.869616 0.0223689789691 0.17213223809 500 0.707868860348 12.099616364 1103058534.32 13606658.9963 159.863555698 10.6253137893 1113231222.08 83487352.9116 0.0 161.337858273 205.578965134 1418494859.42
0.712370947556 6900000 1.86289342366e-08 619234387.431 0.437579342878 5.93845365774e-07 9.76667388761e-09 0.0 151383.137537 0.0187083489567 0.207856821281 500 0.577898940294 11.5356766805 771142710.611 11584853.006 111.759813132 10.1500084665 780703821.287 79596169.0954 0.0 113.145481346 367.729471304 2537333352.0
0.330899691598 6900000 2.52429196959e-08 614199704.576 0.376186729142 1.18168975718e-07 1.12553304202e-08 0.0 195092.589517 0.0261919079343 0.275120080427 500 0.597099513683 15.5041938199 1231776012.2 16087062.1155 178.518262638 12.9572568575 1249349877.24 106978937.357 0.0 181.0651996 72.579349976 500797514.834
0.636828805744 6900000 1.97645138873e-08 616009438.014 0.478131925561 8.07323527345e-07 1.05970294364e-08 0.0 76713.0328726 0.0373332539961 0.316585752902 500 0.695954561255 12.1751270923 1663066269.74 22997636.8134 241.024097064 9.49258987776 1681575776.53 84008376.9369 0.0 243.706634279 497.318912375 3431500495.39
0.560311291376 6900000 2.43638831744e-08 631722710.821 0.680582129853 7.91116469289e-07 1.22302363888e-08 0.0 171362.732355 0.0360840394422 0.318626016714 500 0.701226977961 15.3912183251 1899919849.11 22795107.2138 275.35070277 11.9523713618 1923647893.16 106199406.443 0.0 278.789549733 499.766240554 3448387059.82
0.310044697045 6900000 2.10854861227e-08 629836848.38 0.661972584211 1.61531752926e-07 9.69915408498e-09 0.0 135963.515954 0.0341994070613 0.318925587371 500 0.717820213528 13.2804161261 1420571520.32 21540046.76 205.879930481 10.2401140846 1441549604.41 91634871.2701 0.0 208.920232523 101.738650176 701996686.214
0.351888911858 6900000 1.89072983187e-08 627803171.753 0.255343146409 8.7913301204e-07 1.32571699521e-08 0.0 172546.371776 0.0348286180917 0.187987290626 500 0.641865370374 11.8700618538 1990253953.74 21865516.9057 288.442601992 10.4377901364 2000136628.59 81903426.7912 0.0 289.874873709 551.922493351 3808265204.12
